igre,disciplina,mesto,drzava,ime,rezultat 
Albertville 1992,10000m-men,6,AUT,Michael Hadschieff,14:28.80
Albertville 1992,10000m-men,7,SWE,Per Bengtsson,14:35.58
Albertville 1992,10000m-men,8,NOR,Steinar Johansen,14:36.09
Albertville 1992,10000m-men,9,ITA,Roberto Sighel,14:38.23
Albertville 1992,10000m-men,10,EUN,Yevgeny Sanarov,14:38.99
Albertville 1992,10000m-men,11,NED,Thomas Bos,14:40.13
Albertville 1992,10000m-men,12,AUS,Danny Kah,14:42.32
Albertville 1992,10000m-men,13,JPN,Toshihiko Itokawa,14:42.35
Albertville 1992,10000m-men,14,POL,Jaromir Radke,14:42.60
Albertville 1992,10000m-men,15,GER,Markus Tröger,14:45.41
Albertville 1992,10000m-men,16,SWE,Jonas Schön,14:46.20
Albertville 1992,10000m-men,17,EUN,Bronislav Snetkov,14:46.87
Albertville 1992,10000m-men,18,JPN,Keiji Shirahata,14:47.56
Albertville 1992,10000m-men,19,EUN,Vadim Sayutin,14:49.31
Albertville 1992,10000m-men,20,GER,Frank Dittrich,14:50.23
Albertville 1992,10000m-men,21,FIN,Timo Järvinen,14:50.75
Albertville 1992,10000m-men,22,USA,Brian Wanek,14:51.34
Albertville 1992,10000m-men,23,GER,Rudolf Jeklic,14:51.89
Albertville 1992,10000m-men,24,USA,Mark Greenwald,15:03.02
Albertville 1992,10000m-men,25,TCH,Jiri Kyncl,15:03.97
Albertville 1992,10000m-men,26,CAN,Neal Marshall,15:07.03
Albertville 1992,10000m-men,27,USA,Jeffrey Klaiber,15:13.65
Albertville 1992,10000m-men,28,TCH,Jiri Musil,15:14.18
Albertville 1992,10000m-men,29,MGL,Ganbold Nyamdondovyn,15:18.56
Lillehammer 1994,500m-men,1,RUS,Aleksandr Golubev,36.33
Lillehammer 1994,500m-men,2,RUS,Sergey Klevchenya,36.39
Lillehammer 1994,500m-men,3,JPN,Manabu Horii,36.53
Lillehammer 1994,500m-men,4,CHN,Hong Bo Liu,36.54
Lillehammer 1994,500m-men,5,JPN,Hiroyasu Shimizu,36.60
Lillehammer 1994,500m-men,6,JPN,Junichi Inoue,36.63
Lillehammer 1994,500m-men,7,NOR,Grunde Njös,36.66
Lillehammer 1994,500m-men,8,USA,Daniel Jansen,36.68
Lillehammer 1994,500m-men,9,JPN,Yasunori Miyabe,36.72
Lillehammer 1994,500m-men,10,BLR,Igor Zhelezovsky,36.73
Lillehammer 1994,500m-men,11,CAN,Sylvain Bouchard,37.01
Lillehammer 1994,500m-men,12,CAN,Patrick Kelly,37.07
Lillehammer 1994,500m-men,12,KAZ,Vadim Shakshakbayev,37.07
Lillehammer 1994,500m-men,14,KOR,Yoon Man Kim,37.10
Lillehammer 1994,500m-men,15,RUS,Mikhail Vostroknutov,37.15
Lillehammer 1994,500m-men,16,RUS,Andrei Bakhvalov,37.24
Lillehammer 1994,500m-men,17,CAN,Sean Ireland,37.30
Lillehammer 1994,500m-men,18,GER,Peter Adeberg,37.35
Lillehammer 1994,500m-men,19,USA,Dave Cruikshank,37.37
Lillehammer 1994,500m-men,20,USA,Nathaniel Mills,37.41
Lillehammer 1994,500m-men,21,NED,Gerard Van Velde,37.45
Lillehammer 1994,500m-men,22,AUT,Roland Brunner,37.47
Lillehammer 1994,500m-men,23,UKR,Oleg Kostromitin,37.50
Lillehammer 1994,500m-men,24,NED,Arie Loef,37.52
Lillehammer 1994,500m-men,25,SWE,Hans Markström,37.53
Lillehammer 1994,500m-men,26,CAN,Michael Ireland,37.67
Lillehammer 1994,500m-men,27,USA,David Besteman,37.68
Lillehammer 1994,500m-men,28,GER,Lars Funke,37.80
Lillehammer 1994,500m-men,29,ITA,Alessandro De Taddei,37.87
Lillehammer 1994,500m-men,30,KOR,Seong Ryeol Jegal,37.90
Lillehammer 1994,500m-men,31,NED,Nico Van Der Vlies,37.94
Lillehammer 1994,500m-men,32,ITA,Davide Carta,37.98
Lillehammer 1994,500m-men,33,KAZ,Vladimir Klepinin,38.09
Lillehammer 1994,500m-men,34,SWE,Magnus Enfeldt,38.10
Lillehammer 1994,500m-men,34,KOR,Jae Shik Lee,38.10
Lillehammer 1994,500m-men,36,KOR,Kyou Hyuk Lee,38.13
Lillehammer 1994,500m-men,37,NED,Arjan Schreuder,38.33
Lillehammer 1994,500m-men,38,ROU,Zsolt Balo,38.56
Lillehammer 1994,500m-men,39,GER,Michael Spielmann,38.58
Lillehammer 1994,500m-women,1,USA,Bonnie Blair,39.25
Lillehammer 1994,500m-women,2,CAN,Susan Auch,39.61
Lillehammer 1994,500m-women,3,GER,Franziska Schenk,39.70
Lillehammer 1994,500m-women,4,CHN,Rui Hong Xue,39.71
Lillehammer 1994,500m-women,5,KOR,Seon Hui Yu,39.92
Lillehammer 1994,500m-women,6,GER,Monique Garbrecht Enfeldt,39.95
Lillehammer 1994,500m-women,7,RUS,Svetlana Zhurova,40.17
Lillehammer 1994,500m-women,8,NOR,Edel Therese Höiseth,40.20
Lillehammer 1994,500m-women,9,CHN,Hua Jin,40.23
Lillehammer 1994,500m-women,10,JPN,Kyoko Shimazaki,40.26
Lillehammer 1994,500m-women,11,CHN,Chunyuan Yang,40.37
Lillehammer 1994,500m-women,12,GER,Angela Hauck,40.38
Lillehammer 1994,500m-women,13,CHN,Qiaobo Ye,40.42
Lillehammer 1994,500m-women,14,JPN,Tomomi Okazaki,40.55
Lillehammer 1994,500m-women,15,GER,Anke Baier Loef,40.59
Lillehammer 1994,500m-women,16,CAN,Michelle Morton,40.71
Lillehammer 1994,500m-women,17,RUS,Oxana Ravilova,40.72
Lillehammer 1994,500m-women,18,JPN,Shiho Kusunose,40.94
Lillehammer 1994,500m-women,19,NED,Christine Aaftink,41.01
Lillehammer 1994,500m-women,20,RUS,Svetlana Fedotkina,41.05
Lillehammer 1994,500m-women,20,USA,Kristen Talbot,41.05
Lillehammer 1994,500m-women,22,RUS,Natalia Polozkova,41.06
Lillehammer 1994,500m-women,23,USA,Peggy Clasen,41.13
Lillehammer 1994,500m-women,23,ROU,Mihaela Dascalu,41.13
Lillehammer 1994,500m-women,25,JPN,Mayumi Yamamoto,41.20
Lillehammer 1994,500m-women,26,CAN,Linda Johnson Blair,41.42
Lillehammer 1994,500m-women,27,AUT,Emese Doerfler Antal,41.59
Lillehammer 1994,500m-women,28,KOR,Mi Yeong Gang,41.96
Lillehammer 1994,500m-women,29,ROU,Cerasela Hordobetiu,42.15
Lillehammer 1994,500m-women,30,HUN,Krisztina Egyed,42.29
Lillehammer 1994,500m-women,31,KOR,Bae Young Jeong,42.63
Lillehammer 1994,500m-women,32,KOR,Hui Ju Cheon,43.05
Lillehammer 1994,500m-women,33,CAN,Catriona Le May Doan,59.75
Lillehammer 1994,1000m-men,1,USA,Daniel Jansen,1:12.43
Lillehammer 1994,1000m-men,2,BLR,Igor Zhelezovsky,1:12.72
Lillehammer 1994,1000m-men,3,RUS,Sergey Klevchenya,1:12.85
Lillehammer 1994,1000m-men,4,CHN,Hong Bo Liu,1:13.47
Lillehammer 1994,1000m-men,5,CAN,Sylvain Bouchard,1:13.56
Lillehammer 1994,1000m-men,6,CAN,Patrick Kelly,1:13.67
Lillehammer 1994,1000m-men,7,NOR,Roger Stroem,1:13.74
Lillehammer 1994,1000m-men,8,JPN,Junichi Inoue,1:13.75
Lillehammer 1994,1000m-men,9,NED,Gerard Van Velde,1:13.81
Lillehammer 1994,1000m-men,10,CAN,Kevin Scott,1:13.82
Lillehammer 1994,1000m-men,11,JPN,Toshiyuki Kuroiwa,1:13.95
Lillehammer 1994,1000m-men,12,AUT,Roland Brunner,1:14.08
Lillehammer 1994,1000m-men,13,GER,Peter Adeberg,1:14.15
Lillehammer 1994,1000m-men,14,JPN,Yukinori Miyabe,1:14.28
Lillehammer 1994,1000m-men,15,NED,Nico Van Der Vlies,1:14.29
Lillehammer 1994,1000m-men,16,CAN,Sean Ireland,1:14.31
Lillehammer 1994,1000m-men,17,RUS,Aleksandr Golubev,1:14.78
Lillehammer 1994,1000m-men,18,KOR,Yoon Man Kim,1:14.97
Lillehammer 1994,1000m-men,19,JPN,Hiroyasu Shimizu,1:15.01
Lillehammer 1994,1000m-men,20,KAZ,Vadim Shakshakbayev,1:15.06
Lillehammer 1994,1000m-men,21,USA,Nathaniel Mills,1:15.11
Lillehammer 1994,1000m-men,22,NED,Arie Loef,1:15.12
Lillehammer 1994,1000m-men,23,SWE,Magnus Enfeldt,1:15.18
Lillehammer 1994,1000m-men,24,NED,Arjan Schreuder,1:15.19
Lillehammer 1994,1000m-men,25,ITA,Roberto Sighel,1:15.35
Lillehammer 1994,1000m-men,26,RUS,Andrei Bakhvalov,1:15.36
Lillehammer 1994,1000m-men,27,GER,Michael Spielmann,1:15.41
Lillehammer 1994,1000m-men,28,GER,Lars Funke,1:15.44
Lillehammer 1994,1000m-men,29,SWE,Hans Markström,1:15.50
Lillehammer 1994,1000m-men,30,USA,David Besteman,1:15.62
Lillehammer 1994,1000m-men,30,ITA,Alessandro De Taddei,1:15.62
